"# Channel 1"
"# Trace 4"
Frequency, Formatted Data, Formatted Data
+3.08043762400E+004, +3.84133298787E-002, +0.00000000000E+000
+3.09664541408E+004, +3.91434763885E-002, +0.00000000000E+000
+3.11285320416E+004, +3.82360744982E-002, +0.00000000000E+000
+3.12906099424E+004, +3.80221583709E-002, +0.00000000000E+000
+3.14526878432E+004, +3.93124968227E-002, +0.00000000000E+000
+3.16147657440E+004, +4.03698987480E-002, +0.00000000000E+000
+3.17768436448E+004, +3.93919069690E-002, +0.00000000000E+000
+3.19389215456E+004, +4.04185984910E-002, +0.00000000000E+000
+3.21009994463E+004, +3.96672965305E-002, +0.00000000000E+000
+3.22630773471E+004, +3.90413836532E-002, +0.00000000000E+000
+3.24251552479E+004, +4.05138293235E-002, +0.00000000000E+000
+3.26146140731E+004, +4.00243190068E-002, +0.00000000000E+000
+3.28379114862E+004, +4.06098006896E-002, +0.00000000000E+000
+3.30612088993E+004, +4.03691737392E-002, +0.00000000000E+000
+3.32845063124E+004, +4.17507258423E-002, +0.00000000000E+000
+3.35078037255E+004, +4.08234713195E-002, +0.00000000000E+000
+3.37311011386E+004, +4.20391732546E-002, +0.00000000000E+000
+3.39543985517E+004, +4.05789460878E-002, +0.00000000000E+000
+3.41776959648E+004, +4.27269395130E-002, +0.00000000000E+000
+3.44009933779E+004, +4.32660004751E-002, +0.00000000000E+000
+3.46242907910E+004, +4.36318120135E-002, +0.00000000000E+000
+3.48475882041E+004, +4.34228530469E-002, +0.00000000000E+000
+3.50708856172E+004, +4.36298657036E-002, +0.00000000000E+000
+3.52941830303E+004, +4.36125023642E-002, +0.00000000000E+000
+3.55174804434E+004, +4.37540534250E-002, +0.00000000000E+000
+3.57407778565E+004, +4.53727017219E-002, +0.00000000000E+000
+3.59640752696E+004, +4.54181595026E-002, +0.00000000000E+000
+3.61873726827E+004, +4.58562226976E-002, +0.00000000000E+000
+3.64106700958E+004, +4.61304315936E-002, +0.00000000000E+000
+3.66339675088E+004, +4.50118975289E-002, +0.00000000000E+000
+3.68572649219E+004, +4.55627465578E-002, +0.00000000000E+000
+3.70805623350E+004, +4.68162919773E-002, +0.00000000000E+000
+3.73038597481E+004, +4.62759758076E-002, +0.00000000000E+000
+3.75271571612E+004, +4.78228961577E-002, +0.00000000000E+000
+3.77504545743E+004, +4.69650500537E-002, +0.00000000000E+000
+3.79737519874E+004, +4.57918483562E-002, +0.00000000000E+000
+3.81970494005E+004, +4.58253311999E-002, +0.00000000000E+000
+3.84203468136E+004, +4.79117265171E-002, +0.00000000000E+000
+3.86436442267E+004, +4.73735286139E-002, +0.00000000000E+000
+3.88669416398E+004, +4.84801929020E-002, +0.00000000000E+000
+3.90902390529E+004, +4.87108856309E-002, +0.00000000000E+000
+3.93135364660E+004, +4.82090744081E-002, +0.00000000000E+000
+3.95368338791E+004, +4.88472646711E-002, +0.00000000000E+000
+3.97601312922E+004, +4.87880301419E-002, +0.00000000000E+000
+3.99834287053E+004, +4.89737130353E-002, +0.00000000000E+000
+4.02067261184E+004, +4.91074698537E-002, +0.00000000000E+000
+4.04300235315E+004, +5.00404234130E-002, +0.00000000000E+000
+4.06533209446E+004, +4.86508418014E-002, +0.00000000000E+000
+4.08766183577E+004, +5.00731578280E-002, +0.00000000000E+000
+4.10999157708E+004, +5.03530029837E-002, +0.00000000000E+000
+4.13232131839E+004, +5.06468675176E-002, +0.00000000000E+000
+4.15465105969E+004, +5.17595964109E-002, +0.00000000000E+000
+4.17698080100E+004, +5.05525132237E-002, +0.00000000000E+000
+4.19931054231E+004, +5.14374918059E-002, +0.00000000000E+000
+4.22164028362E+004, +5.01726390498E-002, +0.00000000000E+000
+4.24397002493E+004, +5.00472804535E-002, +0.00000000000E+000
+4.26629976624E+004, +5.17410788764E-002, +0.00000000000E+000
+4.28862950755E+004, +5.14640486953E-002, +0.00000000000E+000
+4.31095924886E+004, +5.16369209209E-002, +0.00000000000E+000
+4.33328899017E+004, +5.24683603165E-002, +0.00000000000E+000
+4.35561873148E+004, +5.20683783375E-002, +0.00000000000E+000
+4.37794847279E+004, +5.23808244336E-002, +0.00000000000E+000
+4.40027821410E+004, +5.17657732978E-002, +0.00000000000E+000
+4.42260795541E+004, +5.34145439530E-002, +0.00000000000E+000
+4.44493769672E+004, +5.33956594502E-002, +0.00000000000E+000
+4.46726743803E+004, +5.45958461375E-002, +0.00000000000E+000
+4.49336949473E+004, +5.28013303021E-002, +0.00000000000E+000
+4.52413354982E+004, +5.35083009011E-002, +0.00000000000E+000
+4.55489760492E+004, +5.42842210668E-002, +0.00000000000E+000
+4.58566166001E+004, +5.39831228578E-002, +0.00000000000E+000
+4.61642571511E+004, +5.43495787127E-002, +0.00000000000E+000
+4.64718977020E+004, +5.54330851486E-002, +0.00000000000E+000
+4.67795382530E+004, +5.48229391283E-002, +0.00000000000E+000
+4.70871788039E+004, +5.47197671952E-002, +0.00000000000E+000
+4.73948193549E+004, +5.48524726679E-002, +0.00000000000E+000
+4.77024599058E+004, +5.50976567628E-002, +0.00000000000E+000
+4.80101004568E+004, +5.54180031244E-002, +0.00000000000E+000
+4.83177410077E+004, +5.62868322488E-002, +0.00000000000E+000
+4.86253815587E+004, +5.58187185339E-002, +0.00000000000E+000
+4.89330221097E+004, +5.57514937873E-002, +0.00000000000E+000
+4.92406626606E+004, +5.60785801935E-002, +0.00000000000E+000
+4.95483032116E+004, +5.68708595224E-002, +0.00000000000E+000
+4.98559437625E+004, +5.59910029868E-002, +0.00000000000E+000
+5.01635843135E+004, +5.74192641653E-002, +0.00000000000E+000
+5.04712248644E+004, +5.71108491792E-002, +0.00000000000E+000
+5.07788654154E+004, +5.72111472455E-002, +0.00000000000E+000
+5.10865059663E+004, +5.64317170791E-002, +0.00000000000E+000
+5.13941465173E+004, +5.72245831950E-002, +0.00000000000E+000
+5.17017870682E+004, +5.63165032006E-002, +0.00000000000E+000
+5.20094276192E+004, +5.74732173403E-002, +0.00000000000E+000
+5.23170681701E+004, +5.75472592420E-002, +0.00000000000E+000
+5.26247087211E+004, +5.86302516242E-002, +0.00000000000E+000
+5.29323492720E+004, +5.79346100544E-002, +0.00000000000E+000
+5.32399898230E+004, +5.91602322273E-002, +0.00000000000E+000
+5.35476303739E+004, +6.00322804300E-002, +0.00000000000E+000
+5.38552709249E+004, +5.98989461845E-002, +0.00000000000E+000
+5.41629114758E+004, +5.84788216301E-002, +0.00000000000E+000
+5.44705520268E+004, +5.91785504521E-002, +0.00000000000E+000
+5.47781925777E+004, +5.80441458049E-002, +0.00000000000E+000
+5.50858331287E+004, +5.92991387801E-002, +0.00000000000E+000
+5.53934736796E+004, +5.97441629003E-002, +0.00000000000E+000
+5.57011142306E+004, +5.96747909450E-002, +0.00000000000E+000
+5.60087547816E+004, +5.89372334460E-002, +0.00000000000E+000
+5.63163953325E+004, +5.96825627840E-002, +0.00000000000E+000
+5.66240358835E+004, +5.90713736805E-002, +0.00000000000E+000
+5.69316764344E+004, +6.01217733102E-002, +0.00000000000E+000
+5.72393169854E+004, +6.00714361161E-002, +0.00000000000E+000
+5.75469575363E+004, +6.15054589690E-002, +0.00000000000E+000
+5.78545980873E+004, +6.09669142398E-002, +0.00000000000E+000
+5.81622386382E+004, +6.05336598765E-002, +0.00000000000E+000
+5.84698791892E+004, +6.12407160467E-002, +0.00000000000E+000
+5.87775197401E+004, +6.19416381164E-002, +0.00000000000E+000
+5.90851602911E+004, +6.04583761052E-002, +0.00000000000E+000
+5.93928008420E+004, +6.18905682174E-002, +0.00000000000E+000
+5.97004413930E+004, +6.07397961222E-002, +0.00000000000E+000
+6.00080819439E+004, +6.09721830723E-002, +0.00000000000E+000
+6.03157224949E+004, +6.20579731445E-002, +0.00000000000E+000
+6.06233630458E+004, +6.15819475826E-002, +0.00000000000E+000
+6.09310035968E+004, +6.17913062295E-002, +0.00000000000E+000
+6.12386441477E+004, +6.29731209806E-002, +0.00000000000E+000
+6.15462846987E+004, +6.21004296177E-002, +0.00000000000E+000
+6.19058970647E+004, +6.18700153684E-002, +0.00000000000E+000
+6.23297385560E+004, +6.17628267830E-002, +0.00000000000E+000
+6.27535800474E+004, +6.26312604129E-002, +0.00000000000E+000
+6.31774215388E+004, +6.12742482314E-002, +0.00000000000E+000
+6.36012630302E+004, +6.08858749797E-002, +0.00000000000E+000
+6.40251045216E+004, +6.14285767292E-002, +0.00000000000E+000
+6.44489460130E+004, +6.22601871653E-002, +0.00000000000E+000
+6.48727875044E+004, +6.27018961367E-002, +0.00000000000E+000
+6.52966289958E+004, +6.31609519235E-002, +0.00000000000E+000
+6.57204704872E+004, +6.29509471489E-002, +0.00000000000E+000
+6.61443119786E+004, +6.23811697763E-002, +0.00000000000E+000
+6.65681534700E+004, +6.20707455843E-002, +0.00000000000E+000
+6.69919949613E+004, +6.16980233480E-002, +0.00000000000E+000
+6.74158364527E+004, +6.43159006530E-002, +0.00000000000E+000
+6.78396779441E+004, +6.33535129221E-002, +0.00000000000E+000
+6.82635194355E+004, +6.40210489888E-002, +0.00000000000E+000
+6.86873609269E+004, +6.41606593170E-002, +0.00000000000E+000
+6.91112024183E+004, +6.46955124151E-002, +0.00000000000E+000
+6.95350439097E+004, +6.50678611001E-002, +0.00000000000E+000
+6.99588854011E+004, +6.27123181268E-002, +0.00000000000E+000
+7.03827268925E+004, +6.35152858159E-002, +0.00000000000E+000
+7.08065683839E+004, +6.38772435200E-002, +0.00000000000E+000
+7.12304098753E+004, +6.37807347737E-002, +0.00000000000E+000
+7.16542513666E+004, +6.44222610079E-002, +0.00000000000E+000
+7.20780928580E+004, +6.39867526421E-002, +0.00000000000E+000
+7.25019343494E+004, +6.36035596716E-002, +0.00000000000E+000
+7.29257758408E+004, +6.31634103637E-002, +0.00000000000E+000
+7.33496173322E+004, +6.45527767009E-002, +0.00000000000E+000
+7.37734588236E+004, +6.45309539659E-002, +0.00000000000E+000
+7.41973003150E+004, +6.47808356334E-002, +0.00000000000E+000
+7.46211418064E+004, +6.45912377735E-002, +0.00000000000E+000
+7.50449832978E+004, +6.29257410515E-002, +0.00000000000E+000
+7.54688247892E+004, +6.57106439938E-002, +0.00000000000E+000
+7.58926662806E+004, +6.67829752582E-002, +0.00000000000E+000
+7.63165077719E+004, +6.55149835924E-002, +0.00000000000E+000
+7.67403492633E+004, +6.49985216418E-002, +0.00000000000E+000
+7.71641907547E+004, +6.52404775973E-002, +0.00000000000E+000
+7.75880322461E+004, +6.53498789978E-002, +0.00000000000E+000
+7.80118737375E+004, +6.55696672099E-002, +0.00000000000E+000
+7.84357152289E+004, +6.52218337489E-002, +0.00000000000E+000
+7.88595567203E+004, +6.55395037024E-002, +0.00000000000E+000
+7.92833982117E+004, +6.58859191814E-002, +0.00000000000E+000
+7.97072397031E+004, +6.54538413875E-002, +0.00000000000E+000
+8.01310811945E+004, +6.68979426721E-002, +0.00000000000E+000
+8.05549226859E+004, +6.60640052060E-002, +0.00000000000E+000
+8.09787641772E+004, +6.58974932607E-002, +0.00000000000E+000
+8.14026056686E+004, +6.68856575091E-002, +0.00000000000E+000
+8.18264471600E+004, +6.72014411833E-002, +0.00000000000E+000
+8.22502886514E+004, +6.60856254388E-002, +0.00000000000E+000
+8.26741301428E+004, +6.69457163613E-002, +0.00000000000E+000
+8.30979716342E+004, +6.56780597149E-002, +0.00000000000E+000
+8.35218131256E+004, +6.60818109023E-002, +0.00000000000E+000
+8.39456546170E+004, +6.58848421366E-002, +0.00000000000E+000
+8.43694961084E+004, +6.72138977121E-002, +0.00000000000E+000
+8.47933375998E+004, +6.66047244204E-002, +0.00000000000E+000
+8.52887815230E+004, +6.65083368323E-002, +0.00000000000E+000
+8.58727149780E+004, +6.65355251040E-002, +0.00000000000E+000
+8.64566484331E+004, +6.76266250091E-002, +0.00000000000E+000
+8.70405818881E+004, +6.65697045680E-002, +0.00000000000E+000
+8.76245153431E+004, +6.57538787169E-002, +0.00000000000E+000
+8.82084487982E+004, +6.78551628028E-002, +0.00000000000E+000
+8.87923822532E+004, +6.82504106871E-002, +0.00000000000E+000
+8.93763157082E+004, +6.67036385486E-002, +0.00000000000E+000
+8.99602491632E+004, +6.72684336835E-002, +0.00000000000E+000
+9.05441826183E+004, +6.69461247595E-002, +0.00000000000E+000
+9.11281160733E+004, +6.87477715720E-002, +0.00000000000E+000
+9.17120495283E+004, +6.72691766812E-002, +0.00000000000E+000
+9.22959829834E+004, +6.47933770017E-002, +0.00000000000E+000
+9.28799164384E+004, +6.59822821127E-002, +0.00000000000E+000
+9.34638498934E+004, +6.88094231188E-002, +0.00000000000E+000
+9.40477833484E+004, +6.70134100361E-002, +0.00000000000E+000
+9.46317168035E+004, +6.94559244259E-002, +0.00000000000E+000
+9.52156502585E+004, +6.54964536832E-002, +0.00000000000E+000
+9.57995837135E+004, +6.88343185785E-002, +0.00000000000E+000
+9.63835171686E+004, +6.83557045662E-002, +0.00000000000E+000
+9.69674506236E+004, +6.63398055346E-002, +0.00000000000E+000
+9.75513840786E+004, +6.81541011536E-002, +0.00000000000E+000
+9.81353175336E+004, +6.77375529314E-002, +0.00000000000E+000
+9.87192509887E+004, +6.85747953608E-002, +0.00000000000E+000
+9.93031844437E+004, +6.76286473200E-002, +0.00000000000E+000
+9.98871178987E+004, +6.57639513510E-002, +0.00000000000E+000
+1.00471051354E+005, +6.65131236833E-002, +0.00000000000E+000
+1.01054984809E+005, +6.68333447976E-002, +0.00000000000E+000
+1.01638918264E+005, +6.85672965002E-002, +0.00000000000E+000
+1.02222851719E+005, +6.88908479848E-002, +0.00000000000E+000
+1.02806785174E+005, +6.65094025744E-002, +0.00000000000E+000
+1.03390718629E+005, +6.76340290633E-002, +0.00000000000E+000
